content,score
I tried to use it but every time I try to move something it resets it rly annoying 😡,1
"Bruh, bro its bad there is so much thing to click ım going to use just a paper.",1
"I installed the app which had a free trail for 7 days with an option to prevent unwanted payments, but today i saw a purchase, i never had the option to disagree, I didn't want it I want my money back please😔",1
"It took me 10 minutes to answer all the questions and get into the app. I was okay with it, but the pop up and ads made me furious. It won't leave you alone for a second to do your thing. Keeps bringing something up from promotions to asking to rate. Let me use the freaking app. Uninstalled",1
Unfortunately doesn't support Arabic language,2
"I wanted to try this app, I was under the impression there was a 7-day free trial, but got charged right away. This is not what I wanted/expected. Now I'm struggling how to get my money refunded...",1
Hate that an app asks so many questions to then ask you to pay. Be upfront about it...,2
Because it's mostly freei probably will change but I hate when I haven't had a chance to get into an app n be able to use it before being asked to rate it,2
Horrible asks for money 24/7,1
Way too many ads also the ads are sometimes inappropriate. I would not recommend it. It may look good in ads but they always put an add ever time you add something to your plan. Bad.,1
Took the money from my bank account for the subscription even though it quoted I had a 7 day free trial. Will have to wait at least 4 days for a refund. What a scam. Thoroughly disappointed,1
Subscription based. Which doesn't say so in the beginning. Scam,1
"This was not useful for me. I was forced to subscribe before I could use it, being informed that it would be a free trial. However, my card was charged. There is no way for me to contact the company to dispute the charge.",1
"at first I'm impressed because they asked such a specific question such as my sleep period, my goal and more. What makes me rate this app one star is because i couldn't create even a task! i tried multiple times but it keeps saying ""request failed"". what actually do i do? am i doing it wrong? or do i need to pay?",1
"This app might be worth the money but I'll never know because I can't even check it out or try it out. they want you to pay up front before you ever get to even look at the app. I'm not doing that. That's ridiculous. I was anxious to check it out but I ain't paying for something up front blindly, that I haven't even been able to look at, not happening",1
This app absolutely sucks can't add any task to upcoming days. Biggest draw back no full view Calendar only can see the day it is. It the biggest waste of money. Buyer be aware they false advertise app.,1
Fake app not able to.track anything thwre is no option for return or refund money no help.,1
